"ID",Page,Sub Menu,Feature,Bobot,Test,Action,Step,Expected Result,Actual Result,Status,Progress,Remarks of Test
D-092,Scan-to-Order,Credit Card Payment,,6.67%,[Billing Country Field] Verifikasi fungsi pemilihan negara pada Billing Address,,"Prerequisite: Buka halaman Card Information pada Scan-to-Order

Steps:
- Tekan kolom Country or Region 
- Periksa respons sistem setelah kolom ditekan 
- Periksa popup yang muncul 
- Periksa daftar negara yang tersedia","- Popup Select Country ditampilkan 
- Daftar negara tersedia untuk dipilih 
- Pengguna dapat menggulir daftar negara 
- Tampilan popup jelas dan mudah digunakan",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-093,Scan-to-Order,Credit Card Payment,,6.67%,[Country Selection] Verifikasi fungsi memilih negara pada popup Select Country,,"Prerequisite: Buka popup Select Country pada halaman Card Information

Steps:
- Pilih salah satu negara dari daftar 
- Tekan tombol Continue 
- Periksa respons sistem setelah tombol ditekan 
- Periksa field country pada halaman Card Information","- Negara yang dipilih tersimpan 
- Sistem kembali ke halaman Card Information 
- Field country menampilkan negara yang dipilih 
- Navigasi berjalan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-094,Scan-to-Order,Credit Card Payment,,6.67%,[Pay Now Button Activation] Verifikasi tombol Pay Now aktif setelah data kartu diisi,,"Prerequisite: Buka halaman Card Information pada Scan-to-Order

Steps:
- Isi nomor kartu tanggal kadaluarsa CVV dan nama pemilik kartu 
- Pilih negara pada field Country or Region 
- Periksa status tombol Pay Now 
- Periksa apakah tombol dapat ditekan","- Tombol Pay Now berubah menjadi aktif 
- Pengguna dapat menekan tombol Pay Now 
- Sistem menerima seluruh data kartu 
- Tampilan halaman tetap stabil tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-095,Scan-to-Order,Credit Card Payment,,6.67%,[Card Information Completion] Verifikasi pengisian seluruh informasi kartu kredit,,"Prerequisite: Buka halaman Card Information pada Scan-to-Order

Steps:
- Masukkan nomor kartu pada field Card Number 
- Isi tanggal kadaluarsa pada field MM/YY 
- Masukkan kode CVV dan nama pemilik kartu 
- Pilih negara pada field Country or Region","- Semua field kartu dapat diisi 
- Data kartu ditampilkan pada form dengan benar 
- Sistem menerima input tanpa error 
- Tampilan form tetap rapi",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-096,Scan-to-Order,Credit Card Payment,,6.67%,[Pay Now Button Function] Verifikasi fungsi tombol Pay Now setelah data kartu lengkap,,"Prerequisite: Buka halaman Card Information dan isi seluruh data kartu

Steps:
- Tekan tombol Pay Now 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa proses pembayaran yang berjalan","- Sistem memulai proses pembayaran kartu kredit 
- Halaman Processing Payment ditampilkan 
- Informasi transaksi tetap terbawa ke proses berikutnya 
- Proses berjalan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-097,Scan-to-Order,Credit Card Payment,,6.67%,[Processing Payment Display] Verifikasi tampilan proses pembayaran kartu kredit,,"Prerequisite: Setelah tombol Pay Now ditekan pada halaman Card Information

Steps:
- Periksa tampilan halaman proses pembayaran 
- Periksa pesan status pembayaran yang ditampilkan 
- Periksa indikator loading pada layar 
- Periksa perubahan halaman setelah proses selesai","- Sistem menampilkan status Processing Your Payment 
- Indikator loading ditampilkan 
- Sistem memproses transaksi secara otomatis 
- Tampilan halaman stabil tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-098,Scan-to-Order,Credit Card Payment,,6.67%,[Invalid Card Number Validation] Verifikasi validasi nomor kartu yang tidak valid,,"Prerequisite: Buka halaman Card Information pada Scan-to-Order

Steps:
- Masukkan nomor kartu yang tidak valid pada field Card Number 
- Isi field lain jika diperlukan 
- Tekan tombol Pay Now 
- Periksa pesan yang ditampilkan oleh sistem","- Sistem menampilkan pesan error Your card number is invalid 
- Kolom nomor kartu ditandai sebagai error 
- Proses pembayaran tidak dilanjutkan 
- Pengguna tetap berada pada halaman Card Information",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-099,Scan-to-Order,Credit Card Payment,,6.67%,[Payment Successful Display] Verifikasi tampilan halaman Payment Successful setelah pembayaran kartu kredit berhasil,,"Prerequisite: Selesaikan proses pembayaran kartu kredit hingga transaksi berhasil

Steps:
- Periksa halaman yang ditampilkan setelah pembayaran selesai 
- Periksa status pembayaran pada halaman 
- Periksa nilai total pembayaran yang ditampilkan 
- Periksa informasi tambahan pada halaman","- Halaman Payment Successful ditampilkan 
- Status pembayaran berhasil terlihat jelas 
- Total pembayaran ditampilkan dengan benar 
- Tampilan halaman tersusun rapi dan mudah dibaca",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-100,Scan-to-Order,Credit Card Payment,,6.67%,[Order Detail Display] Verifikasi tampilan informasi order pada halaman Payment Successful,,"Prerequisite: Buka halaman Payment Successful setelah pembayaran berhasil

Steps:
- Periksa bagian Order Details pada halaman 
- Periksa informasi nomor meja dan tipe order 
- Periksa informasi subtotal PB1 dan diskon 
- Periksa nilai total pembayaran yang ditampilkan","- Informasi nomor meja dan tipe order ditampilkan 
- Informasi subtotal PB1 dan diskon ditampilkan 
- Total pembayaran sesuai transaksi 
- Informasi order tersusun rapi dan mudah dibaca",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-101,Scan-to-Order,Credit Card Payment,,6.67%,[Transaction Detail Display] Verifikasi tampilan informasi transaksi pada halaman Payment Successful,,"Prerequisite: Buka halaman Payment Successful pada Scan-to-Order

Steps:
- Periksa bagian Transaction Details pada halaman 
- Periksa ID transaksi yang ditampilkan 
- Periksa metode pembayaran yang digunakan 
- Periksa referensi transaksi dan tanggal transaksi","- ID transaksi ditampilkan dengan jelas 
- Metode pembayaran Credit Card ditampilkan 
- Referensi transaksi dan tanggal transaksi ditampilkan 
- Informasi transaksi mudah dibaca",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-102,Scan-to-Order,Credit Card Payment,,6.67%,[Download Receipt Button] Verifikasi fungsi tombol Download Receipt pada halaman Payment Successful,,"Prerequisite: Buka halaman Payment Successful pada Scan-to-Order

Steps:
- Tekan tombol Download Receipt 
- Periksa respons sistem setelah tombol ditekan 
- Periksa notifikasi yang muncul 
- Periksa file receipt yang diunduh","- Sistem mengunduh receipt transaksi 
- Notifikasi Receipt Successfully Downloaded ditampilkan 
- File receipt dapat disimpan oleh pengguna 
- Proses unduhan berjalan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-103,Scan-to-Order,Credit Card Payment,,6.67%,[Back to Menu Button] Verifikasi fungsi tombol Back to Menu setelah pembayaran berhasil,,"Prerequisite: Kembali ke Halaman Home Setelah Payment Successful pada Scan-to-Order

Steps:
- Tekan tombol Back to Menu 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa tampilan menu utama","- Sistem kembali ke halaman menu utama 
- Halaman menu ditampilkan dengan normal
- Navigasi halaman berjalan tanpa error
- Terdapat Pop Up ""You are already paid for this QR""",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-104,Scan-to-Order,My Order,,14.29%,[Paid Order Display] Verifikasi tampilan halaman My Order setelah pesanan berhasil dibayar,,"Prerequisite: Buka halaman Home pada Scan-to-Order setelah pembayaran berhasil

Steps:
- Tekan ikon My Order pada halaman Home 
- Periksa halaman My Order yang ditampilkan 
- Periksa status pesanan pada halaman 
- Periksa informasi nomor order yang tersedia","- Halaman My Order terbuka dengan normal 
- Status Your Order is Paid ditampilkan 
- Nomor order ditampilkan dengan jelas 
- Informasi pesanan tersusun rapi dan mudah dibaca",As Expected,DONE,100,
D-105,Scan-to-Order,My Order,,14.29%,[Order Item Display] Verifikasi tampilan daftar item pada halaman My Order Paid Order,,"Prerequisite: Buka halaman My Order setelah pembayaran berhasil

Steps:
- Periksa bagian List Order pada halaman 
- Periksa nama item yang ditampilkan 
- Periksa harga setiap item 
- Periksa jumlah item pada pesanan","- Nama item pesanan ditampilkan dengan jelas 
- Harga item ditampilkan dengan benar 
- Jumlah item ditampilkan sesuai pesanan 
- Informasi item tersusun rapi dan mudah dibaca",As Expected,DONE,100,
D-106,Scan-to-Order,My Order,,14.29%,[View Receipt Button] Verifikasi fungsi tombol View Receipt pada halaman My Order,,"Prerequisite: Buka halaman My Order pada Scan-to-Order

Steps:
- Tekan tombol View Receipt pada halaman My Order 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa informasi pembayaran pada halaman tersebut","- Sistem membuka halaman Success Payment 
- Detail pembayaran ditampilkan dengan jelas 
- Informasi order dan transaksi tersedia 
- Navigasi halaman berjalan tanpa error",As Expected,DONE,100,
D-107,Scan-to-Order,Payment Result,,50.00%,[Success Payment Detail Display] Verifikasi tampilan detail pembayaran pada halaman Success Payment,,"Prerequisite: Buka halaman Success Payment setelah menekan View Receipt

Steps:
- Periksa status pembayaran pada halaman 
- Periksa total pembayaran yang ditampilkan 
- Periksa detail order yang tersedia 
- Periksa detail transaksi pada halaman","- Status Payment Successful ditampilkan 
- Total pembayaran ditampilkan dengan jelas 
- Detail order ditampilkan dengan lengkap 
- Detail transaksi ditampilkan dengan benar",As Expected,DONE,100,[Actual Result: date belum konsisten dengan template pdf]
D-108,Scan-to-Order,Payment Result,,50.00%,[Back to Menu Navigation] Verifikasi fungsi tombol Back to Menu pada halaman Success Payment,,"Prerequisite: Buka halaman Success Payment pada Scan-to-Order

Steps:
- Tekan tombol Back to Menu 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa tampilan menu pada halaman tersebut","- Sistem kembali ke halaman Home 
- Menu makanan ditampilkan kembali 
- Halaman Home tampil dengan normal 
- Navigasi halaman berjalan tanpa error",As Expected,DONE,100,
D-109,Scan-to-Order,Home Page,,33.33%,[Post Payment Toast Information] Verifikasi informasi pada halaman Home setelah pembayaran selesai,,"Prerequisite: Kembali ke halaman Home setelah menyelesaikan pembayaran

Steps:
- Periksa tampilan halaman Home setelah pembayaran selesai 
- Periksa pesan atau toast informasi yang muncul 
- Periksa status pesanan sebelumnya 
- Pastikan pengguna dapat melakukan interaksi kembali","- Pesan atau toast informasi pembayaran ditampilkan 
- Informasi bahwa pesanan sebelumnya telah selesai terlihat jelas 
- Sistem menampilkan pop up pesanan sudah dibayar
- Pengguna tidak dapat melakukan pemesanan kembali tanpa, harus meminta QR baru",As Expected,DONE,100,
D-110,Scan-to-Order,Home,,11.11%,[Language Icon Display] Verifikasi tampilan ikon bahasa pada halaman Home,,"Prerequisite: Buka halaman Home pada Scan-to-Order

Steps:
- Periksa bagian header pada halaman Home 
- Periksa ikon bendera dan kode bahasa yang ditampilkan 
- Periksa posisi ikon bahasa pada header 
- Pastikan ikon dapat ditekan oleh pengguna","- Ikon bahasa ditampilkan pada bagian header 
- Bendera negara dan kode bahasa terlihat jelas 
- Ikon bahasa berada pada posisi yang mudah diakses 
- Ikon dapat ditekan tanpa error",As Expected,DONE,100,
D-111,Scan-to-Order,Home,,11.11%,[Open Language Selection] Verifikasi dropdown pilihan bahasa,,"Prerequisite: Buka halaman Home pada Scan-to-Order

Steps:
- Tekan ikon bahasa pada bagian header 
- Periksa respons sistem setelah ikon ditekan 
- Periksa menu dropdown yang muncul 
- Periksa daftar bahasa yang tersedia","- Dropdown pilihan bahasa ditampilkan 
- Daftar bahasa seperti EN dan ID terlihat 
- Bahasa yang sedang aktif ditandai dengan indikator 
- Tampilan dropdown jelas dan mudah dibaca",As Expected,DONE,100,
D-112,Scan-to-Order,Home,,11.11%,[Select Language Option] Verifikasi fungsi memilih bahasa dari dropdown,,"Prerequisite: Buka dropdown pilihan bahasa pada halaman Home

Steps:
- Tekan ikon bahasa pada header 
- Pilih salah satu bahasa dari daftar seperti ID atau EN 
- Periksa respons sistem setelah bahasa dipilih 
- Periksa tampilan halaman setelah perubahan bahasa","- Bahasa yang dipilih menjadi bahasa aktif 
- Sistem memperbarui teks pada halaman sesuai bahasa yang dipilih 
- Tampilan halaman tetap stabil 
- Perubahan bahasa terjadi tanpa error",As Expected,DONE,100,
D-113,Scan-to-Order,Home,,11.11%,[UI Language Update] Verifikasi perubahan bahasa pada elemen UI setelah bahasa diganti,,"Prerequisite: Buka halaman Home setelah mengganti bahasa

Steps:
- Periksa teks pada elemen UI seperti menu kategori dan tombol 
- Periksa teks pada banner atau section menu 
- Periksa teks pada tombol My Cart atau elemen navigasi 
- Periksa konsistensi bahasa pada halaman","- Seluruh teks UI berubah sesuai bahasa yang dipilih 
- Label menu dan tombol ditampilkan dengan bahasa yang benar 
- Tidak terdapat campuran bahasa yang tidak konsisten 
- Tampilan tetap rapi dan mudah dibaca",As Expected,DONE,100,
D-114,Scan-to-Order,Home,,11.11%,[Language Persistence] Verifikasi bahasa yang dipilih tetap tersimpan setelah navigasi,,"Prerequisite: Ganti bahasa pada halaman Home kemudian lakukan navigasi halaman

Steps:
- Pilih salah satu bahasa pada dropdown bahasa 
- Navigasi ke halaman lain seperti My Order atau menu lain 
- Kembali ke halaman Home 
- Periksa bahasa yang digunakan pada halaman","- Bahasa yang dipilih tetap digunakan pada seluruh halaman 
- Sistem menyimpan preferensi bahasa pengguna 
- Tidak terjadi reset bahasa secara otomatis 
- Navigasi berjalan tanpa error",As Expected,DONE,100,
E-001,POS,Select User,,20.00%,[User List Display] Verifikasi tampilan daftar user pada halaman login,,"Prerequisite: Buka aplikasi POS hingga halaman Select a User muncul

Steps:
- Periksa tampilan halaman Select a User 
- Periksa daftar user yang ditampilkan 
- Periksa foto profil nama dan shift user 
- Periksa tata letak elemen pada halaman","- Halaman Select a User ditampilkan dengan normal 
- Daftar user yang terdaftar pada sistem ditampilkan 
- Foto profil nama dan jam shift user terlihat jelas 
- Tata letak halaman tersusun rapi dan mudah dibaca",,NOT DONE,0,
E-002,POS,Select User,,20.00%,[User Selection] Verifikasi fungsi memilih user pada halaman Select a User,,"Prerequisite: Buka halaman Select a User pada POS

Steps:
- Tekan salah satu profil user yang tersedia 
- Periksa respons sistem setelah user dipilih 
- Periksa halaman yang ditampilkan 
- Periksa informasi user yang dipilih","- Sistem membuka halaman Enter Passcode 
- Nama dan foto user yang dipilih ditampilkan 
- Navigasi halaman berjalan dengan normal 
- Tidak terjadi error saat perpindahan halaman",,NOT DONE,0,
E-003,POS,Select User,,20.00%,[Shift Information Display] Verifikasi tampilan informasi shift pada profil user,,"Prerequisite: Buka halaman Select a User pada POS

Steps:
- Periksa informasi shift pada setiap user 
- Periksa jam shift yang ditampilkan 
- Periksa posisi informasi shift 
- Periksa keterbacaan informasi","- Jam shift ditampilkan pada setiap profil user 
- Informasi shift mudah dibaca oleh pengguna 
- Informasi sesuai dengan data user 
- Tampilan tersusun rapi",,NOT DONE,0,
E-004,POS,Select User,,20.00%,[Turn Off Button] Verifikasi fungsi tombol Turn Off pada halaman login,,"Prerequisite: Buka halaman Select a User pada POS

Steps:
- Tekan tombol Turn Off pada bagian bawah halaman 
- Periksa respons sistem setelah tombol ditekan 
- Periksa perubahan status sistem","- Sistem menampilkan proses mematikan perangkat 
- Sistem melakukan shutdown sesuai fungsi 
- Tidak terjadi error pada proses",,NOT DONE,0,
E-005,POS,Select User,,20.00%,[Restart Button] Verifikasi fungsi tombol Restart pada halaman login,,"Prerequisite: Buka halaman Select a User pada POS

Steps:
- Tekan tombol Restart pada bagian bawah halaman 
- Periksa respons sistem setelah tombol ditekan 
- Periksa perubahan status sistem","- Sistem menampilkan proses restart perangkat 
- Sistem melakukan restart dengan normal 
- Tidak terjadi error pada proses",,NOT DONE,0,
E-006,POS,Passcode,,25.00%,[Passcode Page Display] Verifikasi tampilan halaman Enter Passcode setelah user dipilih,,"Prerequisite: Pilih salah satu user pada halaman Select a User

Steps:
- Periksa halaman Enter Passcode yang ditampilkan 
- Periksa nama user pada bagian atas halaman 
- Periksa tampilan keypad angka 
- Periksa tombol Back pada bagian bawah","- Halaman Enter Passcode ditampilkan 
- Nama dan foto user terlihat jelas 
- Keypad angka ditampilkan dengan lengkap 
- Tombol Back tersedia untuk kembali ke halaman sebelumnya",,NOT DONE,0,
